"Year","Month","Return","CPI_Rate","CPI_adjReturn","CPIC_Rate","CPIC_adjReturn","PPI_Rate","PPI_adjReturn"
1931,8,0.009468,0,0.00946800000000003,NA,NA,0.142857142857143,-0.1167155
1931,9,-0.299423,-0.00662251655629137,-0.294752486666667,NA,NA,0.125,-0.377264888888889
1931,10,0.084449,-0.00666666666666664,0.0917271812080536,NA,NA,0.111111111111111,-0.0239959000000001
1931,11,-0.097816,-0.0134228187919464,-0.085541387755102,NA,NA,0.1,-0.179832727272727
1931,12,-0.145263,-0.00680272108843535,-0.139408636986301,NA,NA,0.0909090909090909,-0.216491083333333
1932,1,-0.028325,-0.0205479452054794,-0.00794020979020982,NA,NA,-0.916666666666667,10.6601
1932,2,0.050697,-0.0139860139860141,0.0656005035460994,NA,NA,1,-0.4746515
1932,3,-0.118215,-0.00709219858156026,-0.111916535714286,NA,NA,0.5,-0.412143333333333
1932,4,-0.202462,-0.00714285714285712,-0.196724316546763,NA,NA,0.333333333333333,-0.4018465
1932,5,-0.233276,-0.0143884892086332,-0.222082948905109,NA,NA,0.25,-0.3866208
1932,6,-0.008949,-0.00729927007299268,-0.00166186029411763,NA,NA,0.2,-0.174124166666667
1932,7,0.376975,0,0.376975,NA,NA,0.166666666666667,0.180264285714286
1932,8,0.37541,-0.00735294117647056,0.385598222222222,NA,NA,0.142857142857143,0.20348375
1932,9,-0.036949,-0.00740740740740738,-0.029762052238806,NA,NA,0.125,-0.143954666666667
1932,10,-0.138614,-0.00746268656716415,-0.132137413533835,NA,NA,0.111111111111111,-0.2247526
1932,11,-0.058908,-0.00751879699248131,-0.0517785151515151,NA,NA,0.1,-0.144461818181818
1932,12,0.051908,-0.00757575757575755,0.0599378320610688,NA,NA,0.0909090909090909,-0.0357509999999999
1933,1,0.007257,-0.015267175572519,0.0228733875968992,NA,NA,-0.916666666666667,11.087084
1933,2,-0.184438,-0.0155038759689923,-0.171594503937008,NA,NA,1,-0.592219
1933,3,0.033569,-0.00787401574803147,0.0417719285714284,NA,NA,0.5,-0.310954
1933,4,0.422222,0,0.422222,NA,NA,0.333333333333333,0.0666665000000002
1933,5,0.158654,0,0.158654,NA,NA,0.25,-0.0730767999999999
1933,6,0.131743,0.00793650793650791,0.122831637795276,NA,NA,0.2,-0.0568808333333334
1933,7,-0.087993,0.031496062992126,-0.115840541984733,NA,NA,0.166666666666667,-0.218279714285714
1933,8,0.114573,0.00763358778625951,0.106129265151515,NA,NA,0.142857142857143,-0.024748625
1933,9,-0.113616,0,-0.113616,NA,NA,0.125,-0.212103111111111
1933,10,-0.088505,0,-0.0885050000000001,NA,NA,0.111111111111111,-0.1796545
1933,11,0.102679,0,0.102679,NA,NA,0.1,0.00243545454545435
1933,12,0.022267,0,0.022267,NA,NA,0.0909090909090909,-0.0629219166666666
1934,1,0.105941,0,0.105941,NA,NA,-0.916666666666667,12.271292
1934,2,-0.036705,0.00757575757575768,-0.0439478195488724,NA,NA,1,-0.5183525
1934,3,-0.000929,0,-0.000928999999999958,NA,NA,0.5,-0.333952666666667
1934,4,-0.026977,0,-0.026977,NA,NA,0.333333333333333,-0.27023275
1934,5,-0.081262,0,-0.0812619999999999,NA,NA,0.25,-0.2650096
1934,6,0.020812,0.00751879699248118,0.0131939999999999,NA,NA,0.2,-0.149323333333333
1934,7,-0.115189,0,-0.115189,NA,NA,0.166666666666667,-0.241590571428571
1934,8,0.054147,0,0.0541469999999999,NA,NA,0.142857142857143,-0.077621375
1934,9,-0.005464,0.0149253731343283,-0.0200895294117648,NA,NA,0.125,-0.115968
1934,10,-0.031868,-0.00735294117647056,-0.0246966518518519,NA,NA,0.111111111111111,-0.1286812
1934,11,0.08286,0,0.0828599999999999,NA,NA,0.1,-0.0155818181818184
1934,12,-0.004193,-0.00740740740740738,0.00323839552238803,NA,NA,0.0909090909090909,-0.0871769166666666
1935,1,-0.042105,0.0149253731343283,-0.0561916911764706,NA,NA,-0.916666666666667,10.49474
1935,2,-0.03956,0.00735294117647056,-0.0465705109489051,NA,NA,1,-0.51978
1935,3,-0.030892,0,-0.030892,NA,NA,0.5,-0.353928
1935,4,0.095632,0.0072992700729928,0.0876926376811593,NA,NA,0.333333333333333,-0.178276
1935,5,0.032328,0,0.0323279999999999,NA,NA,0.25,-0.1741376
1935,6,0.06785,-0.00724637681159431,0.0756445255474454,NA,NA,0.2,-0.110125
1935,7,0.083089,0,0.083089,NA,NA,0.166666666666667,-0.0716380000000001
1935,8,0.021661,0,0.0216609999999999,NA,NA,0.142857142857143,-0.106046625
1935,9,0.023852,0,0.023852,NA,NA,0.125,-0.0899093333333334
1935,10,0.075065,0,0.0750649999999999,NA,NA,0.111111111111111,-0.0324415000000001
1935,11,0.039326,0.0072992700729928,0.031794652173913,NA,NA,0.1,-0.0551581818181819
1935,12,0.037066,0,0.037066,NA,NA,0.0909090909090909,-0.0493561666666665
1936,1,0.065525,0,0.0655250000000001,NA,NA,-0.916666666666667,11.7863
1936,2,0.016771,0,0.0167710000000001,NA,NA,1,-0.4916145
1936,3,0.02543,-0.00724637681159431,0.0329148905109491,NA,NA,0.5,-0.31638
1936,4,-0.077078,0,-0.077078,NA,NA,0.333333333333333,-0.3078085
1936,5,0.045752,0,0.045752,NA,NA,0.25,-0.1633984
1936,6,0.030556,0.0072992700729928,0.0230882028985506,NA,NA,0.2,-0.141203333333333
1936,7,0.068059,0.00724637681159418,0.0603751223021582,NA,NA,0.166666666666667,-0.0845208571428572
1936,8,0.008833,0.00719424460431652,0.00162705000000019,NA,NA,0.142857142857143,-0.117271125
1936,9,0.001251,0,0.00125099999999989,NA,NA,0.125,-0.109999111111111
1936,10,0.074953,0,0.074953,NA,NA,0.111111111111111,-0.0325423
1936,11,0.004067,0,0.00406700000000004,NA,NA,0.1,-0.0872118181818182
1936,12,-0.005787,0,-0.00578699999999999,NA,NA,0.0909090909090909,-0.0886380833333332
1937,1,0.037835,0.00714285714285712,0.0304744680851066,NA,NA,-0.916666666666667,11.45402
1937,2,0.014582,0,0.0145820000000001,NA,NA,1,-0.492709
1937,3,-0.009397,0.00709219858156026,-0.0163730774647887,NA,NA,0.5,-0.339598
1937,4,-0.083147,0.00704225352112686,-0.0895585594405593,NA,NA,0.333333333333333,-0.31236025
1937,5,-0.010347,0.00699300699300697,-0.0172195902777776,NA,NA,0.25,-0.2082776
1937,6,-0.052891,0,-0.052891,NA,NA,0.2,-0.2107425
1937,7,0.102597,0.00694444444444442,0.0949928827586208,NA,NA,0.166666666666667,-0.0549168571428572
1937,8,-0.055359,0,-0.055359,NA,NA,0.142857142857143,-0.173439125
1937,9,-0.142145,0.00689655172413791,-0.148020719178082,NA,NA,0.125,-0.237462222222222
1937,10,-0.101744,0,-0.101744,NA,NA,0.111111111111111,-0.1915696
1937,11,-0.101133,-0.00684931506849313,-0.0949339172413793,NA,NA,0.1,-0.182848181818182
1937,12,-0.050405,-0.00689655172413791,-0.0438105902777778,NA,NA,0.0909090909090909,-0.129537916666667
1938,1,0.01327,-0.013888888888889,0.0275414084507042,NA,NA,-0.916666666666667,11.15924
1938,2,0.060804,-0.00704225352112674,0.0683274326241134,NA,NA,1,-0.469598
1938,3,-0.250441,0,-0.250441,NA,NA,0.5,-0.500294
1938,4,0.141176,0.00709219858156026,0.133139549295775,NA,NA,0.333333333333333,-0.144118
1938,5,-0.04433,-0.00704225352112674,-0.0375521985815602,NA,NA,0.25,-0.235464
1938,6,0.247033,0,0.247033,NA,NA,0.2,0.0391941666666669
1938,7,0.072664,0,0.0726640000000001,NA,NA,0.166666666666667,-0.0805737142857142
1938,8,-0.027419,0,-0.027419,NA,NA,0.142857142857143,-0.148991625
1938,9,0.014925,0,0.0149250000000001,NA,NA,0.125,-0.0978444444444444
1938,10,0.07598,-0.00709219858156026,0.0836655714285715,NA,NA,0.111111111111111,-0.0316180000000001
1938,11,-0.033409,0,-0.033409,NA,NA,0.1,-0.121280909090909
1938,12,0.037706,0,0.037706,NA,NA,0.0909090909090909,-0.0487694999999999
1939,1,-0.068887,0,-0.068887,NA,NA,-0.916666666666667,10.173356
1939,2,0.03252,-0.00714285714285712,0.039948201438849,NA,NA,1,-0.48374
1939,3,-0.135433,0,-0.135433,NA,NA,0.5,-0.423622
1939,4,-0.005464,-0.00719424460431652,0.00174278260869554,NA,NA,0.333333333333333,-0.254098
1939,5,0.062271,0,0.062271,NA,NA,0.25,-0.1501832
1939,6,-0.063793,0,-0.063793,NA,NA,0.2,-0.2198275
1939,7,0.108656,0,0.108656,NA,NA,0.166666666666667,-0.0497234285714285
1939,8,-0.071429,0,-0.071429,NA,NA,0.142857142857143,-0.187500375
1939,9,0.16458,0.0217391304347825,0.13980170212766,NA,NA,0.125,0.0351822222222222
1939,10,-0.014593,-0.00709219858156026,-0.00755437857142849,NA,NA,0.111111111111111,-0.1131337
1939,11,-0.049104,0,-0.049104,NA,NA,0.1,-0.135549090909091
1939,12,0.02377,0,0.0237700000000001,NA,NA,0.0909090909090909,-0.0615441666666665
1940,1,-0.035228,-0.00714285714285712,-0.0282871942446044,NA,NA,-0.916666666666667,10.577264
1940,2,0.006639,0.00719424460431652,-0.000551278571428448,NA,NA,1,-0.4966805
1940,3,0.009893,0,0.00989299999999993,NA,NA,0.5,-0.326738
1940,4,-0.004898,0,-0.00489799999999996,NA,NA,0.333333333333333,-0.2536735
1940,5,-0.239541,0,-0.239541,NA,NA,0.25,-0.3916328
1940,6,0.076591,0.00714285714285712,0.0689556028368796,NA,NA,0.2,-0.102840833333333
1940,7,0.031062,-0.00709219858156026,0.0384267285714286,NA,NA,0.166666666666667,-0.116232571428572
1940,8,0.026239,0,0.0262389999999999,NA,NA,0.142857142857143,-0.102040875
1940,9,0.00947,0,0.00947000000000009,NA,NA,0.125,-0.102693333333333
1940,10,0.0394,0,0.0394000000000001,NA,NA,0.111111111111111,-0.0645399999999999
1940,11,-0.042419,0,-0.042419,NA,NA,0.1,-0.129471818181818
1940,12,-0.002828,0.00714285714285712,-0.0099001418439717,NA,NA,0.0909090909090909,-0.0859256666666667
1941,1,-0.048204,0,-0.048204,NA,NA,-0.916666666666667,10.421552
1941,2,-0.014896,0,-0.014896,NA,NA,1,-0.507448
1941,3,0.004032,0.00709219858156026,-0.00303864788732378,NA,NA,0.5,-0.330645333333333
1941,4,-0.065261,0.00704225352112686,-0.0717976363636363,NA,NA,0.333333333333333,-0.29894575
1941,5,0.004296,0.00699300699300697,-0.00267827777777763,NA,NA,0.25,-0.1965632
1941,6,0.053476,0.0208333333333333,0.0319764897959185,NA,NA,0.2,-0.122103333333333
1941,7,0.054822,0,0.0548219999999999,NA,NA,0.166666666666667,-0.0958668571428573
1941,8,-0.008662,0.0136054421768708,-0.0219685503355704,NA,NA,0.142857142857143,-0.13257925
1941,9,-0.009709,0.0134228187919463,-0.0228254370860926,NA,NA,0.125,-0.119741333333333
1941,10,-0.068627,0.0132450331125829,-0.0808018104575164,NA,NA,0.111111111111111,-0.1617643
1941,11,-0.042105,0.00653594771241828,-0.0483250974025974,NA,NA,0.1,-0.129186363636364
1941,12,-0.045055,0.00649350649350647,-0.0512159354838709,NA,NA,0.0909090909090909,-0.12463375
1942,1,0.013809,0.0129032258064516,0.000894235668789767,NA,NA,-0.916666666666667,11.165708
1942,2,-0.024972,0.00636942675159245,-0.0311430632911393,NA,NA,1,-0.512486
1942,3,-0.06752,0.0126582278481012,-0.0791759999999999,NA,NA,0.5,-0.378346666666667
1942,4,-0.043695,0.00625000000000009,-0.0496347826086958,NA,NA,0.333333333333333,-0.28277125
1942,5,0.063969,0.0124223602484472,0.0509141656441716,NA,NA,0.25,-0.1488248
1942,6,0.018405,0,0.018405,NA,NA,0.2,-0.151329166666667
1942,7,0.031325,0.00613496932515324,0.0250364329268293,NA,NA,0.166666666666667,-0.116007142857143
1942,8,0.007009,0.00609756097560984,0.000905915151515169,NA,NA,0.142857142857143,-0.118867125
1942,9,0.026682,0,0.0266820000000001,NA,NA,0.125,-0.0873937777777777
1942,10,0.064407,0.0121212121212121,0.0516596107784433,NA,NA,0.111111111111111,-0.0420337
1942,11,-0.0138,0.00598802395209589,-0.0196702380952383,NA,NA,0.1,-0.103454545454546
1942,12,0.051668,0.00595238095238083,0.0454451124260355,NA,NA,0.0909090909090909,-0.0359709999999999
1943,1,0.071648,0,0.0716479999999999,NA,NA,-0.916666666666667,11.859776
1943,2,0.050621,0,0.050621,NA,NA,1,-0.4746895
1943,3,0.052727,0.0177514792899409,0.0343654825581394,NA,NA,0.5,-0.298182
1943,4,0.000864,0.0116279069767441,-0.010640183908046,NA,NA,0.333333333333333,-0.249352
1943,5,0.044866,0.00574712643678169,0.0388953371428571,NA,NA,0.25,-0.1641072
1943,6,0.019818,0,0.0198179999999999,NA,NA,0.2,-0.150151666666667
1943,7,-0.054251,-0.0057142857142858,-0.0488156609195403,NA,NA,0.166666666666667,-0.189358
1943,8,0.010274,-0.00574712643678149,0.016113734104046,NA,NA,0.142857142857143,-0.11601025
1943,9,0.023729,0.00578034682080913,0.0178455,NA,NA,0.125,-0.0900186666666668
1943,10,-0.013245,0,-0.013245,NA,NA,0.111111111111111,-0.1119205
1943,11,-0.075503,0,-0.075503,NA,NA,0.1,-0.159548181818182
1943,12,0.058984,0,0.0589839999999999,NA,NA,0.0909090909090909,-0.0292646666666667
1944,1,0.015424,0,0.0154240000000001,NA,NA,-0.916666666666667,11.185088
1944,2,-0.002532,0,-0.00253199999999998,NA,NA,1,-0.501266
1944,3,0.01692,0,0.01692,NA,NA,0.5,-0.322053333333333
1944,4,-0.012479,0.00574712643678169,-0.0181219771428572,NA,NA,0.333333333333333,-0.25935925
1944,5,0.040438,0,0.040438,NA,NA,0.25,-0.1676496
1944,6,0.051012,0.0057142857142858,0.0450403409090909,NA,NA,0.2,-0.124156666666667
1944,7,-0.020801,0.00568181818181806,-0.0263331977401129,NA,NA,0.166666666666667,-0.160686571428571
1944,8,0.008655,0,0.00865500000000008,NA,NA,0.142857142857143,-0.117426875
1944,9,-0.00312,0,-0.00312000000000001,NA,NA,0.125,-0.113884444444444
1944,10,0,0,0,NA,NA,0.111111111111111,-0.1
1944,11,0.003912,0,0.00391199999999992,NA,NA,0.1,-0.0873527272727275
1944,12,0.035074,0.00564971751412437,0.0292589775280898,NA,NA,0.0909090909090909,-0.0511821666666665
1945,1,0.014307,0,0.0143070000000001,NA,NA,-0.916666666666667,11.171684
1945,2,0.061618,0,0.061618,NA,NA,1,-0.469191
1945,3,-0.046154,0,-0.046154,NA,NA,0.5,-0.364102666666667
1945,4,0.087977,0,0.087977,NA,NA,0.333333333333333,-0.18401725
1945,5,0.011456,0.00561797752808977,0.00580540782122907,NA,NA,0.25,-0.1908352
1945,6,-0.003331,0.0111731843575421,-0.0143439171270719,NA,NA,0.2,-0.1694425
1945,7,-0.020053,0,-0.020053,NA,NA,0.166666666666667,-0.160045428571429
1945,8,0.057981,0,0.0579810000000001,NA,NA,0.142857142857143,-0.0742666249999999
1945,9,0.041908,0,0.0419080000000001,NA,NA,0.125,-0.0738595555555555
1945,10,0.030322,0,0.030322,NA,NA,0.111111111111111,-0.0727102000000001
1945,11,0.032432,0,0.032432,NA,NA,0.1,-0.0614254545454546
1945,12,0.009889,0.00552486187845292,0.00434015934065957,NA,NA,0.0909090909090909,-0.0742684166666666
1946,1,0.0697,0,0.0697000000000001,NA,NA,-0.916666666666667,11.8364
1946,2,-0.069467,-0.00549450549450538,-0.0643259337016575,NA,NA,1,-0.5347335
1946,3,0.046296,0.011049723756906,0.0348610710382513,NA,NA,0.5,-0.302469333333333
1946,4,0.037611,0.00546448087431682,0.0319718097826089,NA,NA,0.333333333333333,-0.22179175
1946,5,0.022388,0.00543478260869573,0.0168615783783783,NA,NA,0.25,-0.1820896
1946,6,-0.039103,0.0108108108108108,-0.049379973262032,NA,NA,0.2,-0.1992525
1946,7,-0.025502,0.0588235294117648,-0.0796407777777778,NA,NA,0.166666666666667,-0.164716
1946,8,-0.07294,0.0202020202020201,-0.0912976237623762,NA,NA,0.142857142857143,-0.1888225
1946,9,-0.101502,0.00990099009900987,-0.110310803921569,NA,NA,0.125,-0.201335111111111
1946,10,-0.008021,0.019607843137255,-0.0270975192307694,NA,NA,0.111111111111111,-0.1072189
1946,11,-0.011456,0.0240384615384615,-0.0346612582159623,NA,NA,0.1,-0.101323636363637
1946,12,0.042945,0.00938967136150231,0.0332431860465117,NA,NA,0.0909090909090909,-0.0439670833333332
1947,1,0.023529,0,0.0235289999999999,NA,NA,-0.916666666666667,11.282348
1947,2,-0.014687,0,-0.014687,NA,NA,1,-0.5073435
1947,3,-0.01685,0.0186046511627906,-0.0348070776255708,NA,NA,0.5,-0.344566666666667
1947,4,-0.038893,0,-0.038893,NA,NA,0.333333333333333,-0.27916975
1947,5,-0.008916,0,-0.00891600000000004,NA,NA,0.25,-0.2071328
1947,6,0.052595,0.00456621004566217,0.047810477272727,NA,NA,0.2,-0.1228375
1947,7,0.03616,0.00909090909090906,0.0268252252252252,NA,NA,0.166666666666667,-0.111862857142857
1947,8,-0.027919,0.0135135135135135,-0.0408800800000001,NA,NA,0.142857142857143,-0.149429125
1947,9,-0.013708,0.0222222222222222,-0.0351491304347826,NA,NA,0.125,-0.123296
1947,10,0.021178,0,0.0211779999999999,NA,NA,0.111111111111111,-0.0809398000000001
1947,11,-0.028516,0.00434782608695658,-0.0327215584415584,NA,NA,0.1,-0.116832727272727
1947,12,0.02068,0.0129870129870129,0.00759435897435901,NA,NA,0.0909090909090909,-0.0643766666666665
1948,1,-0.039869,0.0128205128205129,-0.0520225569620253,NA,NA,-0.916666666666667,10.521572
1948,2,-0.046971,-0.00843881856540081,-0.038860114893617,NA,NA,1,-0.5234855
1948,3,0.077143,-0.00425531914893623,0.0817461752136752,NA,NA,0.5,-0.281904666666667
1948,4,0.026525,0.0170940170940172,0.00927247899159633,NA,NA,0.333333333333333,-0.23010625
1948,5,0.078165,0.00420168067226882,0.0736538493723851,NA,NA,0.25,-0.137468
1948,6,0.002996,0.0083682008368202,-0.00532761825726158,NA,NA,0.2,-0.16417
1948,7,-0.053166,0.0124481327800829,-0.0648074016393443,NA,NA,0.166666666666667,-0.188428
1948,8,0.007571,0.00409836065573776,0.00345846530612248,NA,NA,0.142857142857143,-0.118375375
1948,9,-0.030056,0,-0.030056,NA,NA,0.125,-0.137827555555555
1948,10,0.067786,-0.00408163265306128,0.0721621721311474,NA,NA,0.111111111111111,-0.0389926000000002
1948,11,-0.108223,-0.00819672131147538,-0.10085294214876,NA,NA,0.1,-0.189293636363636
1948,12,0.030508,-0.00413223140495859,0.0347839668049792,NA,NA,0.0909090909090909,-0.0553676666666666
1949,1,0.001316,-0.00414937759336105,0.00548815000000014,NA,NA,-0.916666666666667,11.015792
1949,2,-0.039422,-0.0083333333333333,-0.0313499159663866,NA,NA,1,-0.519711
1949,3,0.030096,0,0.0300959999999999,NA,NA,0.5,-0.313269333333333
1949,4,-0.021248,0.00420168067226882,-0.0253431966527197,NA,NA,0.333333333333333,-0.265936
1949,5,-0.037313,-0.00418410041840995,-0.0332680966386556,NA,NA,0.25,-0.2298504
1949,6,-0.002114,0.00420168067226882,-0.00628925523012547,NA,NA,0.2,-0.168428333333333
1949,7,0.062147,-0.00836820083682006,0.0711102658227847,NA,NA,0.166666666666667,-0.0895882857142858
1949,8,0.011968,0.00421940928270048,0.00771603361344519,NA,NA,0.142857142857143,-0.114528
1949,9,0.023653,0.00420168067226882,0.0193699330543933,NA,NA,0.125,-0.0900862222222223
1949,10,0.029525,-0.00836820083682006,0.0382129746835445,NA,NA,0.111111111111111,-0.0734275
1949,11,0.001247,0.00421940928270048,-0.00295992016806734,NA,NA,0.1,-0.0897754545454547
1949,12,0.043587,-0.00840336134453779,0.0524309576271187,NA,NA,0.0909090909090909,-0.0433785833333332
1950,1,0.017303,-0.00423728813559328,0.0216319489361705,NA,NA,-0.916666666666667,11.207636
1950,2,0.009971,0,0.00997099999999995,NA,NA,1,-0.4950145
1950,3,0.004065,0.00425531914893623,-0.000189512711864515,NA,NA,0.5,-0.330623333333333
1950,4,0.045113,0,0.045113,NA,NA,0.333333333333333,-0.21616525
1950,5,0.039292,0.00423728813559313,0.0349068016877638,NA,NA,0.25,-0.1685664
1950,6,-0.05804,0.00421940928270048,-0.0619978151260505,NA,NA,0.2,-0.215033333333333
1950,7,0.008479,0.0126050420168068,-0.00407468049792536,NA,NA,0.166666666666667,-0.135589428571429
1950,8,0.032511,0.00829875518672196,0.0240129670781892,NA,NA,0.142857142857143,-0.096552875
1950,9,0.055917,0.00411522633744847,0.0515894713114755,NA,NA,0.125,-0.0614071111111111
1950,10,0.004113,0.00819672131147553,-0.00405052032520337,NA,NA,0.111111111111111,-0.0962983000000001
1950,11,-0.001024,0.00406504065040642,-0.00506843724696349,NA,NA,0.1,-0.0918400000000001
1950,12,0.04613,0.0121457489878543,0.03357644,NA,NA,0.0909090909090909,-0.0410474999999999
1951,1,0.061244,0.0159999999999999,0.0445314960629921,NA,NA,-0.916666666666667,11.734928
1951,2,0.006464,0.0118110236220473,-0.005284607003891,NA,NA,1,-0.496768
1951,3,-0.018349,0.00389105058365764,-0.0221538488372093,NA,NA,0.5,-0.345566
1951,4,0.048131,0,0.0481309999999999,NA,NA,0.333333333333333,-0.21390175
1951,5,-0.040571,0.00387596899224798,-0.0442753590733591,NA,NA,0.25,-0.2324568
1951,6,-0.026022,0,-0.026022,NA,NA,0.2,-0.188351666666667
